timestamp,open,high,low,close,volume
2026-08-06 20:00:00,3.3496,3.3496,3.3496,3.3496,0
2026-08-06 21:00:00,3.3618,3.3697,3.3618,3.3697,0
2026-08-06 22:00:00,3.3697,3.3697,3.3697,3.3697,0
2026-08-06 23:00:00,3.3762,3.3762,3.3710,3.3710,0
2026-08-07 00:00:00,3.3795,3.3795,3.3795,3.3795,0
2026-08-07 01:00:00,3.3795,3.3795,3.3795,3.3795,0
2026-08-07 02:00:00,3.3804,3.3804,3.3804,3.3804,0
2026-08-07 03:00:00,3.3804,3.3804,3.3804,3.3804,0
2026-08-07 04:00:00,3.3335,3.3335,3.3335,3.3335,0
2026-08-07 05:00:00,3.3321,3.3621,3.3321,3.3621,0
2026-08-07 06:00:00,3.3404,3.3404,3.3404,3.3404,0
2026-08-07 07:00:00,3.3404,3.3404,3.3404,3.3404,0
2026-08-07 08:00:00,3.3404,3.3404,3.3404,3.3404,0
2026-08-07 09:00:00,3.3258,3.3370,3.3258,3.3268,0
2026-08-07 10:00:00,3.3418,3.3418,3.3418,3.3418,0
2026-08-07 11:00:00,3.3469,3.3469,3.3276,3.3439,0
2026-08-07 12:00:00,3.3428,3.3428,3.3280,3.3280,0
2026-08-07 13:00:00,3.3280,3.3280,3.3280,3.3280,0
2026-08-07 14:00:00,3.3415,3.3415,3.3245,3.3280,0
2026-08-07 15:00:00,3.3280,3.3280,3.3280,3.3280,0
2026-08-07 16:00:00,3.3280,3.3280,3.3280,3.3280,0
2026-08-07 17:00:00,3.2551,3.2551,3.2551,3.2551,0
2026-08-07 18:00:00,3.2537,3.2830,3.2537,3.2696,0
2026-08-07 19:00:00,3.2548,3.2548,3.2548,3.2548,0
2026-08-07 20:00:00,3.2657,3.2657,3.2657,3.2657,0
2026-08-07 21:00:00,3.2657,3.2657,3.2657,3.2657,0
2026-08-07 22:00:00,3.2657,3.2657,3.2657,3.2657,0
2026-08-07 23:00:00,3.2657,3.2657,3.2657,3.2657,0
2026-08-08 00:00:00,3.2657,3.2657,3.2657,3.2657,0
2026-08-08 01:00:00,3.2657,3.2657,3.2657,3.2657,0
2026-08-08 02:00:00,3.2657,3.2657,3.2657,3.2657,0
2026-08-08 03:00:00,3.2657,3.2657,3.2657,3.2657,0
2026-08-08 04:00:00,3.2657,3.2657,3.2657,3.2657,0
2026-08-08 05:00:00,3.3346,3.3346,3.3346,3.3346,0
2026-08-08 06:00:00,3.4196,3.4366,3.4196,3.4366,0
2026-08-08 07:00:00,3.4506,3.4506,3.4506,3.4506,0
2026-08-08 08:00:00,3.4506,3.4506,3.4506,3.4506,0
2026-08-08 09:00:00,3.5280,3.5280,3.5280,3.5280,0
2026-08-08 10:00:00,3.5307,3.5339,3.5269,3.5269,0
2026-08-08 11:00:00,3.5031,3.5257,3.5031,3.5200,0
2026-08-08 12:00:00,3.5212,3.5212,3.5122,3.5122,0
2026-08-08 13:00:00,3.4952,3.4952,3.4409,3.4454,0
2026-08-08 14:00:00,3.4395,3.4430,3.4395,3.4430,0
2026-08-08 15:00:00,3.4664,3.4664,3.4628,3.4628,0
2026-08-08 16:00:00,3.4809,3.4809,3.4596,3.4651,0
2026-08-08 17:00:00,3.4509,3.4550,3.4509,3.4550,0
2026-08-08 18:00:00,3.4514,3.4570,3.4514,3.4564,0
2026-08-08 19:00:00,3.4523,3.4523,3.4487,3.4487,0
2026-08-08 20:00:00,3.4487,3.4487,3.4487,3.4487,0
2026-08-08 21:00:00,3.4448,3.4448,3.4448,3.4448,0
